"","p-value","R-squared","p.valor_beta0","p.valor_B73_PvsB73_noP","p.valor_MICH_noPvsB73_noP","p.valor_MICH_PvsB73_noP","p.valor_Time","p.valor_TimexB73_P","p.valor_TimexMICH_noP","p.valor_TimexMICH_P","p.valor_Time2","p.valor_Time2xB73_P","p.valor_Time2xMICH_noP","p.valor_Time2xMICH_P","p.valor_Time3","p.valor_Time3xB73_P","p.valor_Time3xMICH_noP","p.valor_Time3xMICH_P"
"Zm00001eb308100",4.89528666991553e-09,0.68204575648286,0.0229425458761176,NA,NA,NA,1.77480528844431e-10,NA,NA,NA,NA,1.38986956734505e-07,4.57408241185557e-05,1.00161844431679e-08,NA,NA,NA,NA
"Zm00001eb308420",9.24904570167805e-09,0.670954910122269,2.88792979745463e-22,NA,NA,5.1673087773865e-07,NA,9.45795921439803e-06,NA,NA,1.59779220823031e-08,NA,0.040527942501494,NA,NA,NA,NA,NA
"Zm00001eb308810",1.70260791164621e-15,0.817376890847691,NA,NA,0.00488771730657768,3.38185199061563e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb308850",3.50689216449709e-09,0.687704844644129,0.0311019833068893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66614476001501e-08,1.01734343700252e-10,3.95181462012723e-09,6.78540477521163e-08,NA
"Zm00001eb309020",1.62745083430642e-08,0.660768759673008,NA,NA,NA,NA,9.62914337959542e-10,NA,NA,NA,NA,0.000410361092515585,NA,4.51822676361517e-05,NA,NA,0.00906867702077207,NA
"Zm00001eb309340",4.44205613365981e-10,0.720523389216084,0.032018349432906,NA,NA,NA,1.21739776281839e-11,NA,NA,NA,NA,1.1104259440308e-06,0.000363032341574931,6.66021616900619e-08,NA,NA,NA,NA
"Zm00001eb309370",2.79644319158175e-08,0.650703514062919,0.0281928941698434,NA,NA,NA,5.78152224683279e-09,7.3819762720955e-08,0.000945850607181205,NA,NA,NA,NA,7.95149266102628e-08,NA,NA,NA,NA
"Zm00001eb309420",1.42065517941758e-11,0.742571401278316,1.23276039711635e-10,NA,NA,5.05664119030379e-12,NA,5.40782702061574e-08,0.0392426947647743,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb309660",1.22354003650905e-06,0.603098512792125,4.25494312813149e-13,0.0217850551470603,0.000305499934653519,NA,NA,NA,NA,3.40679754868736e-07,NA,0.00930495386183815,NA,NA,7.6823612839329e-05,NA,NA,NA
"Zm00001eb309780",3.58949502634459e-09,0.687313237477331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000322738814102379,NA,1.92347009500363e-10,1.25170719630169e-08,NA,1.89722859345565e-08
"Zm00001eb309880",1.37018953804672e-09,0.703097585326914,4.59412390412748e-08,NA,NA,NA,NA,NA,NA,NA,NA,1.3178428545285e-08,NA,NA,7.73989238920786e-11,NA,0.000166038565792606,8.24553750291167e-09
"Zm00001eb310330",8.22562346799762e-08,0.65926046352652,1.92625960723197e-07,NA,NA,0.137198470555401,NA,1.26347585228974e-08,0.00074682524802927,NA,1.6725383964006e-06,NA,NA,0.000166635949700833,NA,NA,NA,NA
"Zm00001eb310470",6.09561252558527e-08,0.635666310046716,0.00222823284863525,NA,NA,NA,1.78005706670583e-09,NA,NA,NA,NA,5.49294382664468e-06,0.00413236110996088,NA,NA,NA,NA,1.14476973794594e-05
"Zm00001eb310990",3.36493627367909e-09,0.688398648551519,NA,NA,NA,NA,1.10461877002738e-09,NA,NA,NA,NA,3.70677517401561e-08,0.00372934446000748,1.30263542241239e-08,NA,NA,NA,NA
"Zm00001eb311260",9.72212027474642e-10,0.70852108945834,0.00829838386378571,NA,NA,NA,5.5068087152319e-11,NA,NA,NA,NA,3.81614914029195e-08,0.000219825712720446,5.84294013356845e-09,NA,NA,NA,NA
"Zm00001eb312180",4.29660192204945e-08,0.642497344985257,NA,NA,NA,NA,4.13379838925675e-09,NA,NA,NA,NA,2.70906880477265e-07,0.000716949074408405,5.40078195614914e-08,NA,NA,NA,NA
"Zm00001eb312390",5.35341544786723e-09,0.680509945359252,1.42720366325881e-19,NA,0.0159558158467109,3.94975298576467e-06,3.4675435838971e-09,NA,NA,NA,NA,NA,NA,NA,NA,0.0052565337970032,NA,NA
"Zm00001eb312690",5.74496458987138e-08,0.636832972624068,3.67791815393728e-11,NA,NA,NA,NA,NA,0.0110101865526913,7.98570320231039e-09,NA,8.36614774602517e-07,NA,NA,0.00226647456103242,NA,NA,NA
"Zm00001eb313700",1.22972356848798e-06,0.632110364486463,7.40567036869232e-09,0.936047255243603,0.0223379578045116,NA,NA,0.00244717243587931,NA,1.99103742529397e-08,NA,NA,NA,NA,3.8702439637917e-05,NA,0.0245627473806655,NA
"Zm00001eb313760",2.03870676775034e-09,0.768213669682738,NA,0.150658537789438,0.310758530611403,0.105607440745789,2.07545134211496e-06,5.7973712925774e-05,0.0129165750237975,3.63686721533301e-05,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb313850",5.08084465152062e-09,0.650883469392214,2.68323723009893e-14,NA,NA,2.80517383335694e-10,NA,4.4769895213273e-05,0.00611196407641535,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb313970",6.4703902821713e-09,0.72913332612468,NA,0.908232498855737,0.00765657547538615,0.964700907634083,2.32902835834692e-06,0.00105590158482276,NA,0.000770668003627358,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb314130",1.84809355690931e-08,0.658432188616583,7.6692187893189e-05,NA,NA,NA,NA,3.3797702890262e-07,NA,NA,1.96458372543228e-09,NA,NA,2.65875640030369e-07,NA,NA,0.00262683426250594,NA
"Zm00001eb314670",7.90694168790952e-09,0.673724477894163,0.0234807467510974,NA,NA,NA,2.06032904197896e-10,NA,NA,NA,NA,6.12489956812594e-07,NA,1.08453363183824e-08,NA,NA,2.05884045134142e-06,NA
"Zm00001eb315490",4.8747169452824e-09,0.682117855818398,0.00119642133200167,NA,NA,NA,2.86228562606176e-10,NA,NA,NA,NA,2.26800594931125e-07,NA,2.42140734772988e-08,NA,NA,0.00054722464992804,NA
"Zm00001eb316040",1.32890729041534e-07,0.619948950253415,0.0266155681151082,NA,NA,NA,NA,NA,NA,NA,2.68971549296233e-09,1.09336749768458e-06,0.000216429469243966,NA,NA,NA,NA,8.44313417014486e-07
"Zm00001eb316340",9.5443546638555e-08,0.683344686326737,NA,0.224297715717467,NA,0.128957324152544,2.97799229378964e-06,0.000180001698358971,NA,0.000103850082764459,NA,NA,NA,NA,NA,NA,0.0208433279737046,NA
"Zm00001eb316700",1.57366677233228e-08,0.661383601946023,NA,NA,NA,NA,7.6094597839275e-10,NA,NA,NA,NA,7.36336487667877e-08,8.5696385214187e-07,1.08158546081002e-08,NA,NA,NA,NA
"Zm00001eb316940",2.835997774879e-14,0.833100413501349,NA,NA,NA,NA,NA,NA,NA,NA,3.76111249432199e-16,3.97797851081232e-12,2.17899535030329e-10,4.26407174587814e-13,NA,NA,NA,NA
"Zm00001eb316990",1.3614141683385e-08,0.664021105727501,NA,NA,NA,NA,1.0219185997429e-09,NA,8.90254630280965e-05,4.99211689683126e-08,NA,6.35379956195648e-08,NA,NA,NA,NA,NA,NA
"Zm00001eb317020",3.60298253610001e-08,0.645885454506379,0.00688137290202558,NA,NA,NA,1.00088682886325e-09,NA,NA,NA,NA,5.72056837090883e-06,0.000759135123832807,3.9461594459391e-07,NA,NA,NA,NA
"Zm00001eb317690",4.22826070133276e-12,0.803158126951332,NA,NA,NA,NA,0.447923663477284,NA,NA,NA,0.0318123032552785,1.1650677384795e-11,3.07579012626776e-05,7.36320889001341e-12,NA,NA,NA,NA
"Zm00001eb318680",2.15124584582511e-07,0.60988112825251,4.36364895039994e-05,9.2987292064681e-07,0.00724188327431573,7.77662407922028e-08,0.0463994732906941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb321360",1.54445745799682e-08,0.73841183304448,1.09294667191147e-05,0.395017617465368,0.108284088505684,0.443301711202845,NA,0.00027596217123434,NA,0.000155018751091335,2.44923671290753e-05,NA,NA,NA,NA,NA,0.0420411712151182,NA
"Zm00001eb321480",1.10117587988975e-09,0.732246817717489,NA,NA,NA,NA,0.710175643183531,NA,0.00011731132297439,NA,0.0483389733474984,2.34489464033249e-09,NA,1.85298180918974e-09,NA,NA,NA,NA
"Zm00001eb321560",1.22340598526997e-07,0.651563859840015,9.7945538343134e-21,NA,0.00850315116350713,4.64093973451046e-05,NA,NA,0.0095796135875515,NA,1.96664995514676e-07,1.10172362836682e-05,NA,NA,NA,NA,NA,NA
"Zm00001eb321670",2.25629726614199e-08,0.654730721563709,1.47901638034504e-18,NA,0.000402095195690564,9.53839651796579e-06,1.74503950736049e-08,NA,NA,NA,NA,0.00161110371786927,NA,NA,NA,NA,NA,NA
"Zm00001eb321840",2.40135834817326e-06,0.617248819399115,NA,0.91160730026468,0.185624969163526,NA,4.34629746982923e-06,0.00441728867298412,NA,5.26158274584615e-06,NA,NA,NA,NA,NA,NA,0.0144091134379836,NA
"Zm00001eb322130",3.19343061660371e-09,0.659202292423234,0.00354406263518472,NA,0.000857644775190365,NA,3.73425154626161e-06,NA,NA,NA,NA,NA,NA,NA,0.0011797243573905,NA,NA,NA
"Zm00001eb322650",7.73495532340261e-10,0.781188414537513,NA,0.25081303133827,0.543418931650254,0.151019620105292,1.50729213429267e-06,7.9667855204826e-05,NA,2.7101756702842e-05,NA,NA,NA,NA,NA,NA,0.0420214078352871,NA
"Zm00001eb322790",1.51196215832466e-10,0.736213602359472,1.57553909787918e-05,NA,NA,NA,NA,NA,1.27752542837435e-06,NA,1.06652400158397e-11,1.34210975495745e-08,NA,5.80425860551193e-11,NA,NA,NA,NA
"Zm00001eb322850",1.5708355547282e-07,0.616484492408382,5.04086372238759e-19,NA,NA,2.3007663559539e-05,NA,NA,NA,NA,2.39000041775384e-08,0.000172858903754247,0.023565028301841,NA,NA,NA,NA,NA
"Zm00001eb322910",3.00011380847261e-08,0.649373767052961,0.0314623814889514,NA,NA,NA,4.15631530435005e-09,NA,NA,NA,NA,5.27032800736995e-07,NA,2.40683822743668e-07,NA,NA,0.00753698718285266,NA
"Zm00001eb323030",3.87222353370343e-13,0.808196115079343,NA,NA,NA,NA,3.56785423152737e-14,8.42819811716414e-10,1.06627542315601e-05,8.85336609225324e-12,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb323300",3.33041312456858e-09,0.715236102449613,0.00105884171555511,0.0350320924458539,NA,NA,3.9174842715176e-10,8.22752850695544e-06,NA,NA,NA,NA,NA,1.77483605173463e-09,NA,NA,5.71705851363614e-05,NA
"Zm00001eb323340",2.95407822734596e-08,0.649666708419094,NA,NA,NA,NA,1.87959874385086e-08,3.81128837960066e-07,NA,3.41445785905815e-07,NA,NA,NA,NA,NA,NA,0.0174538666361865,NA
"Zm00001eb323760",2.39093296385138e-07,0.607636004299191,1.22173620408034e-05,NA,0.00199004022561391,NA,0.00425335182491548,NA,0.0148583795899025,NA,0.022572587396478,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb323770",2.30860324695613e-07,0.608382241874709,NA,NA,NA,NA,5.74591539597167e-09,NA,NA,NA,NA,0.00020225832969803,NA,1.96086559120502e-05,NA,NA,0.00202382020115416,NA
"Zm00001eb324480",1.55253732926012e-07,0.616728277711591,0.00504378052732037,NA,NA,NA,NA,NA,NA,NA,5.53582481148998e-09,NA,0.000426303089961516,NA,NA,4.1106272508401e-07,NA,3.10736998613224e-07
"Zm00001eb324580",1.96051115711263e-07,0.611843178744981,NA,NA,NA,NA,3.58603415707743e-09,NA,NA,NA,NA,5.28516055845902e-06,0.00033256532579946,2.46694108678022e-06,NA,NA,NA,NA
"Zm00001eb324630",1.10779190017634e-07,0.62368145359066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14932287044701e-09,1.84567974945189e-07,4.81475391464305e-05,1.24548465905319e-07
"Zm00001eb324740",1.19713937012848e-08,0.666344118850852,2.21108574519038e-19,NA,NA,2.10655700959523e-08,NA,NA,0.0462960427076892,NA,3.34217150324629e-07,0.000251170933326515,NA,NA,NA,NA,NA,NA
"Zm00001eb325300",3.82028098626692e-09,0.686262604238899,0.000197522881636968,NA,NA,NA,6.19019227266649e-10,NA,NA,NA,NA,2.82545678326687e-07,0.00726861315620521,4.15017019142316e-08,NA,NA,NA,NA
"Zm00001eb325410",2.01872229791603e-09,0.696847442290561,4.98502685987955e-17,NA,0.00893611841859704,4.09192598855211e-08,9.6793663303176e-09,NA,NA,NA,NA,9.60964487110445e-05,NA,NA,NA,NA,NA,NA
"Zm00001eb326080",3.58404409440144e-10,0.723722668146684,NA,NA,NA,NA,1.23980388828301e-10,NA,0.00211486688990053,NA,NA,2.6204440864393e-09,NA,1.72835549293158e-09,NA,NA,NA,NA
"Zm00001eb326430",9.9127926271965e-09,0.60206714201921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000486019735167295,NA,NA,NA,1.73995953239905e-05,NA
"Zm00001eb327000",4.21616767991666e-10,0.721304843928762,NA,NA,NA,NA,1.14279806293641e-11,NA,NA,NA,NA,3.43892406863047e-07,NA,4.06536963291171e-08,NA,NA,0.000213045145126507,NA
"Zm00001eb327890",1.95943162357513e-08,0.657351472331001,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54886398364466e-07,NA,NA,5.52284775216252e-10,NA,9.61596649198105e-05,4.19261287220187e-08
"Zm00001eb328310",6.97125116125717e-08,0.633008645196726,1.06953574138826e-17,NA,0.000104303755571333,NA,9.65944085753272e-09,NA,NA,9.54181319332307e-06,NA,NA,NA,NA,NA,0.000519574635403232,NA,NA
"Zm00001eb328420",1.60633155444118e-08,0.629359144091809,2.85912487947457e-12,2.55665673197244e-05,0.202046174799973,5.99082303242467e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb328470",1.74894672601672e-07,0.644476910040958,NA,NA,0.0493170921822995,4.8437107294518e-07,0.000792740503182433,1.58807462078973e-06,NA,NA,NA,NA,NA,NA,0.000117709411821805,NA,NA,NA
"Zm00001eb329900",1.95895347072385e-07,0.611859931608205,NA,NA,NA,NA,1.34556603301224e-06,1.39536306166643e-05,NA,NA,NA,NA,NA,3.65073830576752e-05,NA,NA,0.791531244409334,NA
"Zm00001eb330150",9.2634677774552e-08,0.627312728308707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65688883652026e-09,1.19715384853302e-07,3.61801389438146e-05,1.17720260329348e-07
"Zm00001eb330230",2.98119521254802e-07,0.602902716970249,NA,NA,NA,NA,1.51487402088782e-08,NA,NA,NA,NA,NA,NA,4.29132475647232e-05,NA,0.000901826050397355,0.0134652302847405,NA
"Zm00001eb330590",6.98560633124503e-08,0.632967757881207,0.000504031430225128,NA,NA,NA,NA,NA,NA,NA,NA,1.96125543017093e-07,NA,4.84247306655173e-08,5.56767375753397e-09,NA,0.000189549268805881,NA
"Zm00001eb330710",1.46801167336555e-13,0.817848616422852,0.0229483436894449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02247140224621e-15,5.21128433626702e-12,1.65360049713318e-08,3.3226629173192e-13
"Zm00001eb331820",1.38838029177834e-07,0.619045249746893,NA,NA,NA,NA,3.29381848031712e-08,2.22074645175865e-06,0.0266466009487321,2.38910690309744e-06,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb332260",9.96776055820817e-09,0.669624337730401,0.000116777280202719,NA,NA,NA,NA,NA,NA,NA,1.30389201399344e-09,5.42384802414188e-08,0.00183142762513556,5.78064652340703e-08,NA,NA,NA,NA
"Zm00001eb332450",6.26082031484212e-08,0.602163084683587,2.61485987428946e-07,0.112887692732778,0.000116262076920718,0.000590814563232793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb333110",5.71683637309641e-10,0.716713875132128,NA,NA,NA,NA,NA,NA,NA,NA,1.0184855909143e-10,1.1817754596137e-09,0.000119389957505819,1.83983854825657e-09,NA,NA,NA,NA
"Zm00001eb334460",3.98691100750708e-20,0.906673019337467,0.0482352799416593,NA,1.61363031024919e-15,1.65169366545144e-14,NA,NA,NA,0.00126788588901882,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb334540",9.8431811094081e-12,0.772074015877636,NA,NA,NA,NA,7.02767446103817e-13,1.96378835985529e-09,2.75120401826369e-06,9.02483843151127e-11,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb334630",2.11947914876568e-07,0.610196222217027,0.0194765560190466,NA,NA,NA,9.81640824710782e-09,NA,NA,NA,NA,NA,NA,NA,NA,0.000267340225297696,0.0175182376261674,4.38961298365729e-05
"Zm00001eb334650",4.86653634608988e-08,0.640079986535974,0.00040294188749584,NA,NA,NA,7.57792162786764e-10,NA,NA,NA,NA,2.79923612583206e-05,0.000178939498170976,3.63033252272019e-06,NA,NA,NA,NA
"Zm00001eb334670",1.31869896076102e-09,0.703708122795878,0.00111124002786627,NA,NA,NA,2.29411388353652e-11,NA,NA,NA,NA,NA,4.67009098548128e-05,2.67421327440765e-07,NA,8.88661595617832e-06,NA,NA
"Zm00001eb334730",1.09343596205012e-10,0.740753161497273,NA,NA,NA,NA,NA,NA,NA,NA,9.68504439338199e-12,3.05453940965586e-08,NA,1.59968331036119e-10,NA,NA,4.55236624400526e-05,NA
"Zm00001eb335670",5.60463454004514e-10,0.742105807951331,NA,NA,NA,NA,0.698034299305408,NA,NA,NA,0.0396990447802086,1.05654303566619e-09,0.000426128153728737,1.03207531066139e-09,NA,NA,NA,NA
"Zm00001eb336190",1.06414410605997e-11,0.771122771794833,0.0216861978522409,NA,NA,NA,NA,NA,NA,NA,5.00764385950004e-13,2.8136174027942e-09,NA,NA,NA,NA,5.28488535141074e-05,3.32542030804132e-10
"Zm00001eb337780",4.61619647455925e-08,0.608427951658096,3.39016458297251e-14,1.41533166175454e-05,0.292358927646134,0.000222709911095608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb338160",6.31457028640395e-09,0.610939455659971,0.0187678081627702,NA,NA,NA,1.04200547469376e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00460091886162551,NA
"Zm00001eb338510",1.39272053059708e-07,0.618980736759382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3166029128036e-09,1.01874652068123e-06,3.60235291826109e-05,3.48481332724376e-07
"Zm00001eb339110",2.22160109801329e-10,0.755007663053256,NA,NA,NA,4.27260354829323e-08,1.87536142107129e-05,4.65643725136992e-05,0.0318807435422718,NA,NA,NA,NA,NA,0.000884141769630903,NA,NA,NA
"Zm00001eb339420",2.51975258799524e-11,0.760333704487935,0.0280735478754595,NA,NA,NA,0.0254519186794303,NA,0.00209425909445819,NA,0.00580657323294981,NA,NA,NA,0.00342750341299062,NA,NA,NA
"Zm00001eb339650",2.53935064582241e-07,0.606349953740753,NA,NA,NA,NA,0.956067839426007,NA,0.00717498441763931,4.1072540523512e-06,NA,2.00985482193735e-05,NA,NA,NA,NA,NA,NA
"Zm00001eb339770",7.16876549744162e-10,0.684621229444767,1.55277848319474e-08,NA,3.56590165899267e-05,1.22727813554669e-09,NA,NA,NA,NA,0.0002687350833081,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb339870",3.87720477590911e-13,0.827397489264802,NA,NA,NA,NA,0.403899651880782,NA,NA,NA,0.0184996896859752,3.14287313852867e-12,8.15512525002465e-06,8.85457251222541e-13,NA,NA,NA,NA
"Zm00001eb340190",3.54579248866148e-11,0.778660060423472,NA,NA,NA,NA,0.791997839969961,NA,NA,NA,0.011360570632528,4.32900300080958e-11,6.86552762955735e-07,2.60983956818507e-11,NA,NA,NA,NA
"Zm00001eb340260",2.55632423810638e-09,0.719401692686228,NA,NA,NA,0.0160032079384842,3.39899465561198e-10,NA,3.05812338779116e-06,2.41148442882678e-07,NA,9.77255546484081e-08,NA,NA,NA,NA,NA,NA
"Zm00001eb340780",2.43114063493614e-10,0.729413222240805,7.51471473968907e-23,NA,NA,2.93972650588791e-07,NA,2.97166366591256e-05,NA,NA,1.61116395859396e-10,NA,0.0404267494968876,NA,NA,NA,NA,NA
"Zm00001eb342100",1.64645304971949e-11,0.673210264705357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64645304971941e-11,NA
"Zm00001eb342550",5.3342741162835e-07,0.621356885843472,NA,NA,NA,NA,0.488850617272512,NA,NA,NA,0.00917148909741868,NA,4.12703651870245e-06,NA,NA,1.30125434513824e-07,NA,9.02942206067843e-07
"Zm00001eb342980",1.09662753712535e-10,0.740712693925626,6.9455828853243e-05,NA,NA,NA,7.28025537227087e-11,2.14216487707231e-09,0.00569500220507225,NA,NA,NA,NA,2.68262710781775e-09,NA,NA,NA,NA
"Zm00001eb343010",6.99333956798902e-08,0.63294576442241,NA,NA,NA,NA,NA,NA,NA,NA,4.20729672876509e-09,2.24921152364627e-07,0.00075190253534776,NA,NA,NA,NA,1.50286862791239e-07
"Zm00001eb343050",1.27325588500944e-08,0.665232609101519,NA,NA,NA,NA,1.2579760827762e-09,2.38272796317402e-05,3.90213045975975e-06,1.82246675400236e-08,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb344160",6.58625328893258e-09,0.676922508865712,0.0278189727484153,NA,NA,NA,1.57010457827233e-09,8.47609325501355e-08,NA,NA,NA,NA,0.000561049415393246,7.9794911047768e-09,NA,NA,NA,NA
"Zm00001eb344870",3.86662147032603e-11,0.754782379493331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14485430193534e-13,1.80293155967407e-09,5.18516419473817e-08,7.93658834735401e-11
"Zm00001eb345910",8.83059604014701e-07,0.6658433455821,NA,NA,0.217606442497556,0.756791090764377,4.39152453911677e-05,4.88669293661748e-06,NA,0.00481899283779657,NA,NA,0.0384262080753191,NA,0.0156710001118572,NA,NA,NA
"Zm00001eb345950",1.28100925947713e-07,0.620704942054221,NA,NA,NA,NA,9.00937634039165e-07,1.65104741821517e-05,NA,5.61984430943312e-05,NA,NA,NA,NA,NA,NA,0.844651973925393,NA
"Zm00001eb345960",2.10770711066949e-09,0.722400397632416,NA,NA,NA,NA,0.78439739938491,NA,NA,NA,0.0308183382038843,7.36902991974465e-09,5.9265711925791e-05,1.62607279552958e-09,NA,NA,NA,NA
"Zm00001eb346870",1.47810703629802e-07,0.61774867120002,NA,NA,NA,NA,1.46404235362138e-08,NA,NA,NA,NA,2.59982172216697e-05,NA,1.42294837898168e-06,NA,NA,0.0197363008077558,NA
"Zm00001eb346920",9.71006621167305e-08,0.626360452439439,NA,NA,NA,NA,8.93811971128228e-09,NA,1.13684406117079e-05,6.29365238899367e-08,NA,3.2230969666136e-06,NA,NA,NA,NA,NA,NA
"Zm00001eb347530",1.28722039877449e-07,0.620605419364928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0661921936569e-09,1.82451324344194e-07,7.91035448640581e-05,1.5927450488461e-07
"Zm00001eb347800",8.01889120503544e-07,0.641273084729881,0.000954859335543416,0.623606295989622,NA,0.235222516501274,NA,NA,NA,NA,NA,2.76752554206383e-05,NA,2.0338037940561e-05,3.95490817009873e-07,NA,0.00902838090894053,NA
"Zm00001eb348530",7.17821668749907e-10,0.651019767050596,1.39178788611087e-22,NA,0.0119188692874908,NA,1.94720501615278e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb349070",1.0224558776115e-09,0.707731075162544,NA,NA,NA,NA,NA,NA,NA,NA,2.302058155761e-11,NA,9.87558415380068e-05,NA,NA,2.15594191826742e-07,NA,1.50627413695882e-08
"Zm00001eb349490",1.99146007548161e-08,0.657051316317926,NA,NA,NA,NA,NA,NA,NA,NA,4.14236447487507e-10,6.11254348128628e-06,NA,NA,NA,NA,8.19381793796805e-05,1.1182053868631e-07
"Zm00001eb350090",6.57254915370892e-10,0.739814675361636,NA,NA,NA,NA,0.670164879185185,NA,NA,NA,0.0276524331477762,2.96858789922429e-08,6.72114727900814e-07,2.14317842680875e-10,NA,NA,NA,NA
"Zm00001eb350770",1.79735089130479e-11,0.764622841675254,NA,NA,NA,NA,NA,NA,NA,NA,2.60369585865323e-12,5.25515993342978e-11,7.29879834201144e-06,5.57583982582685e-11,NA,NA,NA,NA
"Zm00001eb351780",6.82522630719043e-10,0.714006288687721,4.35278094407719e-15,4.21127730941546e-09,4.80564008446151e-05,1.95973773570421e-09,NA,NA,0.00233469862428886,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb352700",7.92538699911738e-08,0.630449844286504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70001033151853e-09,4.63018629872791e-07,0.000886452082753393,9.74166341488637e-07
"Zm00001eb353340",1.7150266522767e-08,0.687945763306088,0.0233535927761497,NA,NA,NA,0.468168127866155,NA,NA,NA,0.00343581213725269,NA,6.85175204758015e-06,NA,NA,4.6533536495363e-08,NA,9.83232267628436e-09
"Zm00001eb354650",5.73157663659165e-09,0.679333026616453,8.23740062018548e-17,1.85062082644454e-06,NA,1.01291913228772e-06,1.94742734689691e-05,NA,0.631072609722107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb355420",4.04144024090827e-10,0.74674333675987,0.0105356130640738,NA,NA,0.0077260646573327,3.03272836515239e-10,NA,2.23708190815209e-06,4.79562586236721e-08,NA,NA,NA,NA,NA,2.2573828788727e-09,NA,NA
"Zm00001eb357300",1.36185838288829e-11,0.790049077390862,5.53798432456867e-09,NA,0.00317470860657338,7.1386466778597e-07,0.000242542348301899,NA,NA,NA,NA,NA,NA,0.00176141269179055,0.0357771141153946,NA,NA,NA
"Zm00001eb358700",1.22246329735711e-10,0.739199830946876,0.000215889230544682,NA,NA,NA,4.05740005997093e-12,NA,NA,NA,NA,1.85641463241771e-09,3.91258174261831e-06,NA,NA,NA,NA,5.82074037202487e-10
"Zm00001eb359070",2.41990332130107e-10,0.729480417303836,NA,NA,NA,NA,NA,NA,NA,NA,1.25485342092423e-11,4.19756852554485e-10,3.98459875533258e-07,3.79707845208322e-10,NA,NA,NA,NA
"Zm00001eb359470",1.51246521996564e-07,0.617271760192346,NA,NA,NA,NA,1.57247118584437e-08,NA,NA,NA,NA,1.40558159848894e-06,NA,1.39389530628829e-07,NA,NA,0.00167291704628158,NA
"Zm00001eb360090",2.07967077733346e-07,0.610597429082604,0.0166873870869137,NA,NA,NA,9.2840385751139e-09,NA,NA,NA,NA,1.77775033088935e-06,NA,4.11365677912714e-06,NA,NA,0.00321182566616663,NA
"Zm00001eb360170",2.82796471082285e-08,0.679082340058752,9.40121511016704e-15,NA,0.0319897813771476,2.83148916236077e-06,1.14716053072847e-05,6.31798446536327e-06,0.0456669028261445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb360620",1.71641887952872e-07,0.614635134228338,NA,NA,NA,NA,1.03860200983226e-08,NA,NA,NA,NA,2.24303700847619e-06,NA,1.71245082833468e-07,NA,NA,0.000725299258125812,NA
"Zm00001eb360640",2.39152141821278e-08,0.653643358395373,NA,NA,NA,NA,5.09659460357646e-10,NA,NA,NA,NA,1.79194181058404e-05,0.000387736360493862,6.92386766729899e-07,NA,NA,NA,NA
"Zm00001eb360750",1.1663445933468e-08,0.69460299462507,NA,NA,NA,NA,0.759511296834933,NA,NA,NA,0.0400442973772769,7.22016072015359e-08,3.15204453782439e-05,1.06552445222281e-08,NA,NA,NA,NA
"Zm00001eb360950",5.50713835358343e-08,0.637663138946982,NA,NA,NA,NA,NA,NA,NA,NA,3.49257029070817e-09,2.24753881782397e-07,0.000110183613426417,3.1722428182218e-08,NA,NA,NA,NA
