gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb226840,1.06E-07,0.602749402,4.35E-08,NA,2.08E-05,NA,NA,NA,NA,NA
Zm00001eb227090,1.57E-07,0.686082066,2.36E-12,NA,NA,NA,0.0046136,0.014350334,0.025154431,NA
Zm00001eb227160,3.53E-07,0.637318443,2.56E-15,NA,0.00058791,NA,NA,NA,0.011153159,NA
Zm00001eb227220,4.55E-09,0.679240163,6.48E-19,NA,1.69E-05,NA,NA,NA,NA,NA
Zm00001eb227230,1.62E-08,0.63789695,2.20E-20,NA,NA,NA,2.50E-05,NA,NA,NA
Zm00001eb227330,8.61E-09,0.697413281,7.84E-11,NA,NA,NA,4.94E-05,NA,NA,0.006228415
Zm00001eb227340,2.25E-16,0.847797266,2.02E-15,0.003377841,NA,0.001917727,0.000595582,NA,0.002112581,0.003611027
Zm00001eb227390,1.70E-06,0.611273381,1.94E-18,NA,NA,NA,7.93E-05,0.024038852,NA,NA
Zm00001eb227460,4.18E-09,0.698417205,3.42E-10,NA,0.003586192,NA,0.034737649,NA,NA,NA
Zm00001eb227950,7.36E-07,0.680209782,2.46E-16,NA,NA,NA,0.004638068,0.037537354,0.024209051,NA
Zm00001eb228020,8.88E-13,0.756898567,1.76E-24,NA,1.33E-06,NA,NA,NA,NA,NA
Zm00001eb228090,7.49E-09,0.714375542,1.03E-13,NA,NA,NA,0.001552917,0.028353453,0.010123851,NA
Zm00001eb228230,5.38E-10,0.692279107,1.90E-05,NA,0.000720961,NA,0.007978318,NA,NA,NA
Zm00001eb228250,1.31E-09,0.772791878,NA,NA,NA,NA,0.003289668,0.033989298,NA,NA
Zm00001eb228330,5.08E-07,0.6670769,1.27E-20,NA,NA,NA,0.001907651,0.014538295,0.002659082,NA
Zm00001eb228520,7.72E-07,0.639825499,1.12E-06,NA,0.000581263,0.001532125,0.001333223,NA,NA,NA
Zm00001eb228570,2.12E-06,0.640357374,9.32E-16,NA,0.000137912,NA,NA,NA,NA,0.049575165
Zm00001eb228740,3.06E-08,0.626391277,NA,NA,4.08E-05,NA,NA,NA,NA,NA
Zm00001eb228780,1.91E-07,0.624623786,0.000876803,NA,0.00014155,NA,NA,NA,NA,0.002899827
Zm00001eb229070,7.38E-07,0.66009373,4.30E-12,NA,NA,NA,8.48E-05,0.030378377,NA,NA
Zm00001eb229180,3.87E-07,0.667929279,4.38E-11,NA,8.84E-05,NA,NA,NA,NA,0.014608856
Zm00001eb229190,6.08E-07,0.620164015,NA,NA,NA,NA,0.000639751,NA,NA,NA
Zm00001eb229260,8.70E-07,0.628516339,9.19E-15,NA,0.000742762,NA,NA,NA,0.012867463,NA
Zm00001eb229400,2.11E-31,0.89916743,3.86E-07,NA,NA,NA,0.005888721,0.000985697,0.000448538,NA
Zm00001eb229440,3.56E-15,0.802309751,NA,NA,NA,NA,0.00010138,0.026902029,0.000452123,NA
Zm00001eb229550,9.15E-06,0.604721639,1.45E-15,NA,0.002005099,NA,0.008361666,NA,NA,NA
Zm00001eb229570,4.22E-12,0.840088634,NA,0.003391132,0.012323318,0.006593122,0.019431334,0.006888385,0.031738512,0.007216983
Zm00001eb229650,1.14E-10,0.732009125,2.92E-15,NA,3.20E-06,NA,NA,0.013537665,NA,NA
Zm00001eb229780,6.48E-15,0.799214321,0.006403293,0.024492375,NA,0.033977197,0.009378446,0.031470219,0.020795267,0.029749467
Zm00001eb230070,4.21E-20,0.868456053,4.46E-06,NA,0.001642401,NA,0.006008549,NA,0.012137342,NA
Zm00001eb230110,3.51E-09,0.685814504,4.10E-10,NA,0.000827586,NA,0.00701835,NA,NA,NA
Zm00001eb230210,5.24E-05,0.636611632,0.045127357,0.001187356,0.007563433,0.001858468,0.044746898,NA,NA,NA
Zm00001eb230750,3.85E-24,0.86252635,3.87E-22,NA,NA,NA,0.000923523,NA,0.01900271,NA
Zm00001eb230800,3.53E-10,0.684162213,1.53E-13,NA,NA,NA,1.97E-05,0.007951789,NA,NA
Zm00001eb230820,1.06E-19,0.846377234,7.80E-14,NA,NA,NA,0.000149814,0.000907046,0.002756443,NA
Zm00001eb231540,6.50E-09,0.673627912,5.94E-20,NA,2.62E-05,NA,NA,NA,NA,NA
Zm00001eb231720,2.12E-13,0.777467088,9.89E-08,0.003721472,NA,NA,6.21E-06,NA,NA,NA
Zm00001eb231810,1.14E-11,0.763039536,1.35E-13,NA,3.28E-06,NA,NA,NA,NA,0.017161191
Zm00001eb231970,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb232190,1.63E-05,0.610117664,4.11E-18,0.023925723,NA,NA,0.002126223,NA,NA,NA
Zm00001eb232250,1.01E-07,0.610006444,1.89E-21,NA,NA,NA,3.15E-05,NA,NA,NA
Zm00001eb232260,1.82E-09,0.741164596,5.03E-19,NA,NA,NA,0.000302722,0.024133894,0.001846808,NA
Zm00001eb232280,2.76E-06,0.634756243,1.43E-07,NA,0.010903722,NA,0.023269507,0.019599089,NA,0.031423845
Zm00001eb232500,1.04E-07,0.723277883,2.22E-05,0.015959629,NA,NA,0.001834314,NA,0.005353958,NA
Zm00001eb232580,2.49E-13,0.776622495,4.74E-11,NA,NA,NA,0.001865329,0.018146316,0.021720817,NA
Zm00001eb232600,9.76E-06,0.603237343,1.50E-12,NA,0.000598633,NA,0.001877974,NA,NA,NA
Zm00001eb232940,3.35E-08,0.681064117,4.55E-12,0.015023876,NA,0.015912522,0.002153845,0.016389489,NA,NA
Zm00001eb232950,3.46E-07,0.641787627,4.76E-11,NA,8.47E-05,NA,NA,NA,NA,0.010758824
Zm00001eb232970,3.94E-11,0.719740474,6.51E-11,NA,NA,NA,1.29E-05,NA,NA,0.010777371
Zm00001eb233080,4.14E-12,0.767411829,1.23E-23,NA,NA,NA,1.39E-06,0.006959726,NA,NA
Zm00001eb233170,3.17E-11,0.753203988,1.54E-26,NA,2.88E-06,NA,NA,0.02366655,NA,NA
Zm00001eb233270,3.76E-05,0.639623472,6.18E-17,0.007462704,NA,0.010531099,0.037281796,0.013910639,NA,NA
Zm00001eb233290,6.17E-11,0.780342564,2.79E-15,NA,NA,NA,0.000777877,0.032160802,0.006374595,NA
Zm00001eb233540,7.52E-17,0.833331609,1.64E-13,NA,4.22E-05,NA,NA,NA,0.00419119,NA
Zm00001eb233630,3.37E-07,0.610149286,0.003589606,NA,0.002882802,NA,0.003699914,NA,NA,0.018911494
Zm00001eb233790,2.53E-07,0.65352869,1.07E-15,NA,0.000369989,NA,0.00165061,NA,NA,NA
Zm00001eb233800,4.52E-10,0.712052133,3.96E-08,NA,0.000169133,NA,0.00131343,NA,NA,NA
Zm00001eb233820,1.29E-12,0.729869981,7.79E-09,NA,NA,NA,0.001314507,NA,0.01031823,NA
Zm00001eb233840,0.000136285,0.633523734,1.75E-12,0.048678929,NA,0.026968019,0.009448451,0.022884402,NA,NA
Zm00001eb233900,3.72E-06,0.72175097,NA,0.024703073,0.010260581,0.037104361,0.019214424,0.039698353,0.030561311,0.041477641
Zm00001eb233910,6.51E-14,0.795629069,2.07E-22,NA,1.07E-06,NA,NA,0.043000092,NA,NA
Zm00001eb234060,6.18E-07,0.607479711,3.94E-26,NA,NA,NA,8.68E-05,NA,NA,NA
Zm00001eb234140,1.18E-08,0.664346033,6.10E-14,NA,NA,NA,0.000124456,0.000613361,NA,NA
Zm00001eb234600,8.19E-08,0.622708752,1.33E-15,NA,2.15E-05,NA,NA,NA,NA,NA
Zm00001eb234680,6.64E-09,0.682001142,3.38E-27,NA,NA,NA,1.50E-05,NA,NA,NA
Zm00001eb234790,9.36E-23,0.861232263,3.40E-25,NA,NA,NA,2.85E-08,0.011897881,NA,NA
Zm00001eb234980,5.56E-11,0.686793099,2.67E-10,NA,NA,NA,9.53E-05,NA,NA,0.001130565
Zm00001eb234990,1.27E-11,0.716826509,0.00052682,NA,NA,0.020048011,0.002803179,NA,NA,NA
Zm00001eb235070,7.06E-09,0.681200191,0.020095577,NA,NA,0.005347373,3.18E-05,0.005947158,NA,NA
Zm00001eb235140,1.07E-06,0.644938124,0.000118464,0.001179985,0.000636434,NA,0.00095246,NA,NA,NA
Zm00001eb235380,5.03E-15,0.811777365,2.82E-19,NA,NA,NA,1.15E-05,0.002295085,NA,0.01939339
Zm00001eb235390,4.73E-10,0.733927488,1.46E-17,NA,NA,NA,6.31E-06,0.048953588,NA,NA
Zm00001eb235410,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb235450,9.53E-36,0.918130505,1.66E-09,NA,4.99E-05,NA,0.00206465,0.000304753,NA,0.000943171
Zm00001eb235530,3.87E-13,0.793866447,8.25E-08,0.041408337,NA,0.006672499,0.000453251,NA,0.002642474,NA
Zm00001eb235710,1.75E-10,0.684200015,9.39E-10,NA,NA,NA,0.002168828,NA,0.015406318,NA
Zm00001eb235800,0.002463525,0.641626258,NA,0.03269417,0.030957883,0.03207273,0.030777627,0.032181898,0.032003062,0.03159904
Zm00001eb235830,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb235980,1.44E-10,0.741923544,5.63E-19,NA,NA,NA,5.88E-05,NA,0.000244627,NA
Zm00001eb236550,1.79E-06,0.606422013,NA,NA,0.000425143,0.009988306,NA,NA,NA,NA
Zm00001eb236570,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb236620,5.59E-07,0.658955684,0.049421627,0.006398241,0.001416839,NA,0.006714219,NA,NA,NA
Zm00001eb236640,1.73E-05,0.603963496,0.048063974,NA,NA,NA,0.015963475,NA,0.044488392,NA
Zm00001eb236900,2.80E-05,0.650320902,4.23E-21,0.003593984,NA,0.005690998,0.002396678,0.021233469,NA,NA
Zm00001eb237050,1.54E-07,0.699928399,7.34E-18,NA,NA,NA,0.001769192,NA,0.010454623,0.023764525
Zm00001eb237170,2.30E-28,0.876871938,NA,NA,0.009164414,NA,0.005436639,NA,0.00820875,NA
Zm00001eb237230,5.51E-08,0.674911642,2.27E-24,NA,1.80E-05,0.026467259,NA,NA,NA,NA
Zm00001eb237240,1.90E-05,0.647764157,1.62E-06,NA,0.010239745,0.005225704,0.016624752,NA,NA,NA
Zm00001eb237390,3.02E-06,0.636769557,1.41E-18,NA,NA,NA,0.000158305,NA,NA,0.038880184
Zm00001eb237930,2.56E-11,0.717016504,1.14E-15,NA,5.83E-06,NA,NA,NA,NA,NA
Zm00001eb237960,2.02E-16,0.821019324,8.23E-13,NA,2.34E-05,NA,0.000785548,NA,NA,0.011128289
Zm00001eb237980,6.27E-13,0.755096581,3.12E-29,NA,NA,NA,1.12E-06,NA,NA,NA
Zm00001eb238010,4.87E-11,0.705217523,0.004483748,NA,NA,0.00114517,0.000421712,0.001093074,NA,NA
Zm00001eb238060,4.60E-05,0.694815234,NA,0.043860151,0.025990919,0.023389145,NA,0.019702689,0.035477613,0.021056133
Zm00001eb238110,2.70E-07,0.657183674,0.006178201,0.000364187,0.000872146,NA,0.000945506,NA,NA,NA
Zm00001eb238160,3.93E-10,0.747539557,0.003486183,NA,0.001111965,NA,0.002430093,NA,0.006080676,NA
Zm00001eb238170,6.27E-19,0.870638789,8.29E-15,NA,NA,0.049503553,0.00106547,0.046634945,0.004005531,0.048813634
Zm00001eb238210,8.97E-07,0.685162202,NA,NA,0.000497911,0.016271719,NA,NA,NA,NA
Zm00001eb238230,8.37E-07,0.634383666,3.86E-18,NA,0.000907025,NA,NA,NA,0.016421205,NA
Zm00001eb238370,2.29E-06,0.652590023,1.99E-19,NA,0.012592586,NA,0.001745999,0.016108331,NA,NA
Zm00001eb238540,8.19E-32,0.841948801,4.85E-10,NA,NA,NA,0.000118583,NA,NA,NA
Zm00001eb238570,0.000321385,0.630202064,NA,NA,0.045407491,0.015415992,0.049557264,0.014157154,0.041172548,NA
Zm00001eb238620,7.28E-07,0.674762608,1.86E-05,NA,0.01257482,NA,0.020156446,NA,0.0395453,0.004165328
Zm00001eb239020,7.97E-11,0.720563549,0.002732455,NA,0.000163833,NA,NA,NA,0.013634345,NA
Zm00001eb239040,7.02E-08,0.646168939,1.03E-06,NA,3.76E-05,NA,NA,NA,NA,NA
Zm00001eb239380,5.22E-09,0.612110213,0.000770237,NA,NA,NA,4.67E-05,NA,NA,NA
Zm00001eb239510,5.18E-07,0.607983974,2.21E-08,NA,0.006604829,NA,0.032906913,NA,NA,NA
Zm00001eb239690,3.81E-06,0.65034915,1.75E-14,NA,NA,NA,0.009252165,0.042756564,0.043387335,NA
Zm00001eb240160,1.09E-06,0.703682273,3.47E-18,0.018225906,NA,0.016692223,0.00500334,0.010290941,NA,NA
Zm00001eb240340,9.16E-09,0.728268219,4.52E-11,NA,0.000270388,0.026077343,0.001986424,NA,NA,NA
Zm00001eb240450,1.13E-06,0.615071873,2.77E-09,NA,0.000100732,NA,NA,NA,NA,0.020948496
Zm00001eb240460,4.05E-07,0.678217944,6.66E-05,NA,7.63E-05,NA,NA,NA,NA,0.044045272
Zm00001eb240490,3.57E-08,0.72455941,1.26E-07,NA,0.000191067,NA,0.000332258,NA,0.000469897,NA
Zm00001eb240500,1.73E-07,0.682102086,0.033885456,NA,NA,NA,NA,0.000784675,0.021816229,0.001683302
Zm00001eb240540,8.56E-07,0.627578405,0.020005169,NA,0.012969363,NA,0.022544592,0.016643821,NA,NA
Zm00001eb240590,5.81E-06,0.601627944,1.57E-13,NA,NA,NA,0.00448669,NA,0.014834931,NA
Zm00001eb240620,6.85E-15,0.7961974,1.83E-10,NA,1.40E-05,NA,0.00014631,NA,NA,NA
Zm00001eb240650,1.59E-07,0.723668574,3.20E-06,NA,0.002273844,0.0064722,0.020032302,NA,NA,NA
Zm00001eb240680,1.17E-07,0.670339694,1.53E-07,NA,NA,NA,0.001340313,NA,0.00541107,NA
Zm00001eb240700,4.97E-08,0.683291652,1.76E-12,NA,0.005774292,NA,0.046061766,NA,NA,NA
Zm00001eb240750,1.41E-07,0.622248894,4.78E-06,NA,NA,NA,0.000742299,NA,0.002740535,NA
Zm00001eb241040,9.96E-07,0.600680308,1.18E-14,NA,NA,NA,0.000104526,NA,NA,NA
Zm00001eb241230,5.14E-05,0.639352342,2.16E-15,0.023052334,NA,0.023541938,0.016012117,0.02536212,NA,NA
Zm00001eb241410,3.69E-61,0.962567289,NA,0.007998205,0.017611801,0.038016982,0.023642913,0.040227649,0.033172991,0.046453032
Zm00001eb241620,1.79E-10,0.703309136,3.01E-09,NA,0.000360457,NA,0.003862134,NA,NA,NA
Zm00001eb241840,1.39E-14,0.767309927,1.14E-16,NA,NA,NA,1.76E-06,0.001904119,NA,NA
Zm00001eb241890,3.17E-09,0.717010498,0.002429545,NA,0.017549276,NA,0.007722491,NA,0.002708469,0.001644069
Zm00001eb241910,1.64E-07,0.714212813,2.81E-16,0.012155483,0.000226419,0.007841917,NA,NA,NA,0.039197436
Zm00001eb242020,8.51E-08,0.656422821,1.61E-12,NA,0.0001727,NA,0.000768357,NA,NA,NA
Zm00001eb242050,2.27E-08,0.680042876,2.67E-21,NA,NA,NA,4.16E-05,0.003733634,NA,NA
Zm00001eb242060,3.13E-13,0.790931664,2.06E-06,NA,NA,NA,0.001877506,0.031113426,0.01767297,NA
Zm00001eb242150,4.86E-05,0.663653851,0.011311761,0.001765089,0.022444662,0.003587517,0.016240796,0.005469483,NA,0.008681121
Zm00001eb242410,1.10E-14,0.852807649,1.48E-09,NA,0.000450094,0.02810761,0.002052492,0.020339259,NA,0.019088855
Zm00001eb242420,1.96E-10,0.769452972,3.01E-07,NA,5.01E-06,NA,NA,NA,NA,0.0149297
Zm00001eb242580,1.94E-09,0.692206477,0.00028619,NA,0.00141386,NA,0.013055792,NA,NA,NA
Zm00001eb242800,1.09E-10,0.713166408,6.08E-09,NA,6.34E-06,NA,NA,0.040580613,NA,NA
Zm00001eb242950,4.61E-12,0.742084215,9.88E-06,NA,1.66E-05,NA,NA,NA,NA,0.000838695
Zm00001eb243010,2.16E-08,0.649576268,6.13E-26,NA,NA,NA,3.14E-05,NA,NA,NA
Zm00001eb243130,1.67E-07,0.629127102,1.42E-08,NA,6.06E-05,NA,NA,NA,NA,NA
Zm00001eb243190,3.51E-08,0.694852796,6.88E-06,NA,0.00122022,NA,0.002678305,NA,0.004417499,NA
Zm00001eb243430,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb243500,1.67E-07,0.654064445,1.14E-14,NA,NA,NA,0.00234392,NA,0.009906479,NA
Zm00001eb243560,1.55E-20,0.877510519,0.019662302,NA,0.001054225,NA,0.005032108,0.009547674,0.014493658,0.025145115
Zm00001eb243570,1.19E-09,0.718970191,1.54E-08,NA,0.00113426,NA,0.010940609,NA,NA,NA
Zm00001eb243590,1.18E-10,0.698258426,1.16E-26,NA,NA,NA,3.84E-06,NA,NA,NA
Zm00001eb243640,5.39E-10,0.738952569,2.14E-05,NA,6.07E-06,0.025964399,NA,NA,NA,NA
Zm00001eb243840,1.07E-09,0.720046468,6.88E-13,NA,1.22E-05,NA,NA,NA,NA,0.01597302
Zm00001eb244050,5.30E-07,0.708349816,0.007070097,0.006087298,NA,0.003828309,0.016841465,0.004402377,0.007269634,NA
Zm00001eb244060,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb244570,6.31E-17,0.782311177,4.20E-10,NA,NA,NA,6.60E-06,NA,5.78E-05,NA
Zm00001eb244580,5.10E-08,0.654116414,NA,NA,0.001229166,NA,NA,0.028174606,0.044526321,NA
Zm00001eb244590,8.11E-09,0.667203303,5.26E-21,NA,2.45E-05,NA,NA,NA,NA,NA
Zm00001eb244610,7.46E-07,0.641313146,0.003657632,NA,0.001327255,NA,0.008949622,NA,NA,NA
Zm00001eb244620,1.09E-07,0.638462414,0.000180412,NA,NA,NA,0.004111356,NA,0.016686565,NA
Zm00001eb244650,7.34E-06,0.687009686,2.54E-18,NA,NA,0.02693534,0.022435621,0.015890606,NA,0.010554065
Zm00001eb244690,6.18E-54,0.875037317,NA,NA,NA,NA,NA,NA,1.82E-07,3.03E-05
Zm00001eb244700,1.28E-13,0.768373086,3.44E-08,NA,NA,NA,0.00064939,0.034167043,NA,NA
Zm00001eb244780,1.10E-08,0.714828232,2.16E-14,NA,NA,NA,0.00673614,NA,0.049756787,0.014720161
Zm00001eb244810,4.84E-07,0.618097296,5.11E-13,NA,NA,NA,NA,NA,0.000242685,0.020641744
Zm00001eb244860,7.35E-10,0.721162936,1.90E-13,NA,1.51E-05,NA,NA,NA,NA,0.010226737
Zm00001eb244980,3.89E-17,0.832589817,1.22E-22,NA,NA,NA,4.85E-08,0.000128188,NA,NA
Zm00001eb245030,3.80E-14,0.741581008,1.27E-06,NA,NA,NA,5.31E-06,0.003599904,NA,NA
Zm00001eb245170,1.78E-10,0.723073099,4.63E-12,NA,7.57E-06,NA,NA,NA,NA,0.00423346
Zm00001eb245270,5.17E-14,0.741051375,NA,NA,NA,0.000717207,8.12E-06,NA,NA,NA
Zm00001eb245320,3.43E-24,0.862228291,2.29E-25,NA,1.22E-08,0.010756994,NA,NA,NA,NA
Zm00001eb245440,5.90E-10,0.74879217,NA,NA,NA,NA,2.59E-05,NA,4.02E-05,NA
Zm00001eb245520,1.02E-11,0.749183264,6.68E-12,NA,1.53E-06,NA,NA,0.010576831,NA,NA
Zm00001eb245630,0.000213978,0.605945563,0.000752621,NA,0.005489118,0.029404584,0.006189382,0.032201747,0.007432153,NA
Zm00001eb245790,2.09E-06,0.601354587,NA,0.000326455,0.002141723,NA,0.002422077,NA,NA,NA
Zm00001eb245810,2.59E-21,0.857390295,6.10E-15,NA,NA,NA,4.57E-05,0.000353857,0.000792144,NA
Zm00001eb245920,5.31E-17,0.811652872,1.83E-19,NA,7.18E-08,NA,NA,4.85E-05,NA,NA
Zm00001eb245970,2.51E-14,0.805435691,7.94E-12,NA,7.02E-05,NA,NA,NA,0.004036817,NA
Zm00001eb246140,6.63E-08,0.719994299,NA,0.021350579,NA,0.019475667,0.002456274,0.01789107,0.003184859,NA
Zm00001eb246220,6.23E-09,0.678732162,3.09E-10,NA,0.000446599,NA,0.003544156,NA,NA,NA
Zm00001eb246230,2.58E-06,0.624360774,0.00154468,NA,NA,0.009405976,0.013048932,NA,0.022541181,NA
Zm00001eb246250,2.78E-10,0.743631732,9.07E-12,NA,1.31E-05,NA,NA,0.014571254,NA,0.011869146
Zm00001eb246340,2.06E-08,0.685614037,3.00E-26,NA,NA,0.004894859,1.56E-05,NA,NA,NA
Zm00001eb246350,1.95E-06,0.612556103,2.29E-12,NA,0.00186693,NA,NA,NA,0.036940527,NA
Zm00001eb246360,4.24E-07,0.62501758,4.08E-18,NA,NA,NA,0.002924519,NA,0.012117195,NA
Zm00001eb246480,1.16E-16,0.821783439,9.78E-14,NA,NA,NA,0.002820004,NA,0.033948976,NA
Zm00001eb246490,3.57E-06,0.602605653,0.004548766,NA,0.000135034,NA,NA,0.032381488,NA,NA
Zm00001eb246540,8.19E-09,0.713303952,0.001506975,NA,0.016929328,NA,0.001292912,0.000474461,NA,NA
Zm00001eb246660,2.48E-08,0.665979068,1.27E-11,NA,0.004856758,NA,0.038027518,NA,NA,NA
Zm00001eb246710,9.61E-09,0.724626808,1.66E-17,NA,NA,0.039601652,0.000756874,NA,0.003786528,NA
Zm00001eb246820,1.44E-05,0.645682368,6.88E-22,0.003871502,NA,0.002766156,0.006645861,0.009822079,NA,NA
Zm00001eb246920,5.73E-10,0.773936452,0.039654962,NA,NA,0.03907114,0.011497021,0.027758399,0.011195221,0.022482214
Zm00001eb247090,2.68E-05,0.639206554,NA,0.013307824,0.000229233,0.024054957,0.000426366,NA,NA,NA
Zm00001eb247490,2.16E-05,0.687247949,NA,NA,0.017301043,NA,0.01510963,0.042426218,0.011078773,0.027278515
Zm00001eb247570,5.71E-07,0.676881062,NA,NA,NA,NA,0.011818616,0.001426346,0.033502105,NA
Zm00001eb247580,1.37E-05,0.661978701,5.00E-11,0.005811734,NA,0.025063358,0.040418808,0.03988662,NA,NA
Zm00001eb247690,5.95E-06,0.600678782,1.99E-16,NA,0.000202961,0.033458602,NA,NA,NA,NA
Zm00001eb247720,2.12E-12,0.725041159,1.60E-13,NA,4.44E-06,NA,NA,NA,NA,NA
Zm00001eb248110,2.94E-42,0.925313408,0.002084955,NA,NA,NA,4.52E-06,NA,NA,0.007355316
Zm00001eb248170,8.12E-10,0.734084951,5.68E-08,NA,0.000588112,NA,0.005893291,NA,NA,NA
Zm00001eb248360,1.13E-05,0.613758762,2.21E-23,NA,NA,NA,0.007669058,0.013237481,NA,0.027010965
Zm00001eb248450,5.93E-07,0.627065276,4.47E-13,NA,0.00104923,NA,0.005312621,NA,NA,NA
Zm00001eb248510,4.23E-09,0.733276692,1.15E-05,NA,0.015821463,NA,0.009007626,NA,0.008544675,NA
Zm00001eb248520,6.21E-14,0.795105301,6.14E-13,NA,0.001002514,NA,0.01766177,NA,NA,NA
Zm00001eb248530,1.26E-09,0.672456333,5.46E-07,NA,NA,NA,0.0001181,NA,0.000593899,NA
Zm00001eb248540,1.13E-08,0.623969709,NA,NA,0.000330144,NA,NA,NA,0.016222534,NA
Zm00001eb248590,3.70E-11,0.728890147,NA,NA,0.000774878,0.017515583,NA,0.022516319,NA,0.032914523
Zm00001eb248820,3.64E-06,0.622233025,1.46E-13,NA,NA,NA,0.014526766,0.004958154,NA,0.024304074
Zm00001eb248900,9.82E-11,0.741407213,0.00034157,NA,NA,NA,6.44E-05,0.007214346,NA,NA
Zm00001eb249250,2.15E-07,0.622990317,4.93E-15,NA,NA,NA,7.37E-05,NA,NA,NA
Zm00001eb249260,3.93E-05,0.633729956,1.19E-12,NA,NA,NA,0.009957052,0.04989393,0.037226673,NA
Zm00001eb249280,8.82E-08,0.664900206,6.74E-06,NA,0.001066707,NA,NA,NA,0.033828019,NA
Zm00001eb249320,5.07E-08,0.652490111,0.001232527,NA,0.015030713,NA,0.010856728,NA,0.011940801,NA
Zm00001eb249340,9.34E-07,0.613623718,6.05E-12,NA,0.003267849,NA,0.018892016,NA,NA,NA
Zm00001eb249610,8.76E-15,0.809870483,0.001675744,0.006459064,0.032132972,0.002474789,NA,0.001004205,0.002123565,NA
Zm00001eb250050,4.23E-13,0.812204738,0.003818983,NA,0.016957897,NA,0.011369345,NA,0.013691846,NA
Zm00001eb250110,1.26E-10,0.726162328,8.73E-09,0.004514011,NA,0.016964469,0.000687423,0.02551583,NA,NA
Zm00001eb250160,7.63E-07,0.632808789,8.60E-05,0.049649907,NA,NA,0.00352587,NA,0.012365275,NA
Zm00001eb250240,4.58E-06,0.631609472,1.17E-15,NA,0.000114495,NA,NA,NA,NA,0.038474087
Zm00001eb250340,2.67E-09,0.72385646,0.000116826,NA,NA,NA,0.004587501,NA,NA,NA
Zm00001eb250400,4.10E-08,0.645383364,1.78E-11,NA,NA,NA,0.004264706,0.002147946,NA,0.005449091
Zm00001eb250650,1.04E-37,0.85746217,0.007020222,NA,NA,NA,3.31E-05,NA,NA,0.000239146
Zm00001eb250700,1.27E-09,0.66857826,3.71E-05,NA,0.000414679,NA,NA,NA,0.03004824,NA
Zm00001eb250790,4.70E-08,0.626667367,9.61E-27,NA,NA,NA,2.93E-05,NA,NA,NA
Zm00001eb250910,3.30E-08,0.714267606,9.37E-14,NA,0.000758078,NA,NA,0.045431143,0.044846434,NA
Zm00001eb251120,0,0.999999985,4.56E-07,2.22E-06,2.14E-06,8.33E-05,3.18E-05,0.000699355,0.000186965,0.002665988
Zm00001eb251160,2.11E-05,0.61417349,2.74E-13,NA,NA,NA,0.005408011,0.047152646,0.020662127,NA
Zm00001eb251170,7.00E-13,0.765419898,3.57E-09,NA,1.07E-05,NA,NA,NA,0.000463493,NA
Zm00001eb251200,3.37E-19,0.853117868,1.72E-08,NA,0.000588384,NA,0.012228192,NA,NA,NA
Zm00001eb251520,3.17E-17,0.830900827,5.58E-28,NA,NA,NA,7.31E-08,0.000128313,NA,NA
Zm00001eb251670,2.27E-06,0.601738474,7.95E-18,NA,NA,NA,0.000202446,0.014778468,NA,NA
Zm00001eb251680,1.23E-06,0.675289669,1.48E-14,NA,NA,NA,0.002947109,0.035216074,0.014418122,NA
Zm00001eb251710,5.13E-09,0.723960619,4.05E-06,NA,0.000580206,0.037296771,NA,NA,NA,NA
Zm00001eb251810,1.81E-14,0.807591533,1.76E-06,NA,NA,NA,0.000941992,NA,NA,NA
Zm00001eb251960,1.13E-06,0.691583367,1.37E-11,NA,NA,0.000118313,0.007537712,NA,NA,NA
Zm00001eb252030,6.21E-14,0.758746523,3.88E-21,NA,4.14E-07,NA,NA,0.003689536,NA,NA
Zm00001eb252090,2.54E-09,0.713137349,2.33E-12,NA,NA,NA,0.000576711,NA,0.003233436,NA
Zm00001eb252250,8.72E-07,0.666915265,1.79E-18,NA,NA,NA,NA,NA,0.000400957,0.002833986
Zm00001eb252380,2.03E-16,0.826363382,0.037124535,0.014433225,NA,0.005889462,9.70E-05,NA,0.000534392,NA
Zm00001eb252460,2.31E-12,0.784400388,1.27E-10,NA,NA,0.002924017,0.010058117,0.004008786,NA,0.004118664
Zm00001eb252540,8.27E-11,0.692674572,0.002618683,NA,1.18E-06,NA,NA,NA,NA,NA
