gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb206940,1.84E-07,0.639170317,2.02E-11,NA,NA,NA,9.47E-05,0.015051163,NA,NA
Zm00001eb207020,2.28E-09,0.757924953,3.66E-13,0.000171765,NA,0.000351036,0.033192039,0.000599699,NA,NA
Zm00001eb207130,1.52E-14,0.792170631,2.59E-18,NA,NA,NA,2.10E-07,0.028530014,NA,NA
Zm00001eb207370,7.67E-11,0.785222758,1.63E-18,NA,NA,NA,0.002054402,0.011756842,0.008716221,0.012496479
Zm00001eb207430,1.53E-06,0.613444962,3.53E-16,NA,NA,NA,0.000124115,0.02470433,NA,NA
Zm00001eb207700,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb207830,6.30E-10,0.674754647,NA,NA,2.55E-05,NA,NA,0.002886799,NA,NA
Zm00001eb207950,1.06E-05,0.607744469,3.33E-15,0.027174116,0.001710971,NA,NA,NA,NA,NA
Zm00001eb207970,3.52E-09,0.661896893,2.85E-17,NA,NA,NA,NA,NA,6.91E-05,0.003676753
Zm00001eb208040,2.28E-14,0.8250677,9.35E-18,NA,6.84E-07,NA,NA,0.031273998,NA,NA
Zm00001eb208200,5.06E-08,0.744172922,5.61E-05,NA,0.003665481,0.045093934,0.004324204,0.034931915,0.004762624,NA
Zm00001eb208250,1.16E-09,0.747186591,2.91E-18,NA,NA,NA,0.006342688,0.004660682,0.047561513,NA
Zm00001eb208590,2.86E-07,0.777897712,NA,0.049472668,0.043680022,0.028465235,0.02932594,0.01842356,0.028833748,0.014098013
Zm00001eb208800,9.83E-08,0.662286762,2.50E-17,NA,NA,NA,6.13E-05,0.014142703,NA,NA
Zm00001eb209120,3.17E-05,0.66966508,2.60E-13,0.012699885,NA,0.018798974,0.032613085,0.022046814,NA,0.026762388
Zm00001eb209990,2.44E-26,0.898230818,NA,NA,0.005408254,0.019205167,0.001444866,0.012130141,0.001155875,0.009463638
Zm00001eb210060,6.78E-05,0.693219894,0.013420551,0.002787303,0.015244277,0.002359184,0.013897677,0.002611086,NA,NA
Zm00001eb210140,5.34E-06,0.663772701,1.51E-12,NA,0.000127739,0.044313191,NA,NA,NA,NA
Zm00001eb210370,1.31E-07,0.673589019,3.00E-23,NA,3.78E-05,NA,NA,0.047797833,NA,NA
Zm00001eb210890,7.89E-06,0.607576369,1.54E-17,NA,0.000215992,NA,NA,NA,NA,0.010026285
Zm00001eb210960,4.07E-07,0.687554921,1.77E-12,NA,0.000995878,NA,0.00021318,0.006798642,NA,NA
Zm00001eb211050,7.84E-07,0.645668134,1.21E-17,NA,NA,NA,3.00E-05,0.002727771,NA,NA
Zm00001eb211890,9.16E-12,0.728427692,7.76E-11,NA,NA,0.000482786,NA,0.001508499,NA,0.003271197
Zm00001eb211960,5.99E-14,0.813109418,6.11E-14,0.028113074,NA,0.0102176,6.81E-05,0.004875051,NA,NA
Zm00001eb212520,9.72E-21,0.852309675,3.08E-24,NA,NA,NA,2.68E-08,0.003142371,NA,NA
Zm00001eb212590,1.51E-06,0.684863667,0.000321357,NA,0.000424207,0.010264713,0.001232121,NA,NA,NA
Zm00001eb212770,2.05E-09,0.753879972,6.17E-08,NA,0.002887991,NA,0.043139686,NA,NA,0.042861099
Zm00001eb212800,4.40E-06,0.62731317,NA,NA,NA,0.018936508,0.006139385,NA,0.012034202,NA
Zm00001eb212890,2.78E-12,0.704045517,0.008179114,NA,NA,NA,0.001412271,0.021626197,NA,NA
Zm00001eb213070,3.47E-53,0.941593791,NA,2.63E-06,NA,NA,NA,NA,NA,NA
Zm00001eb213280,2.92E-13,0.687462529,2.16E-07,NA,NA,NA,4.24E-06,0.002565467,NA,NA
Zm00001eb213670,1.67E-17,0.829069949,6.49E-28,NA,NA,NA,8.17E-08,0.001705761,NA,NA
Zm00001eb213720,4.09E-10,0.753273997,1.60E-07,NA,0.00057223,0.014357584,0.006499073,NA,NA,NA
Zm00001eb213770,5.79E-19,0.854717682,3.80E-14,NA,3.87E-07,NA,NA,0.007381441,NA,NA
Zm00001eb213890,2.65E-06,0.607398071,1.77E-16,NA,NA,NA,NA,NA,0.000319194,0.012363367
Zm00001eb213960,2.73E-06,0.614777312,1.23E-14,NA,NA,NA,0.000367145,NA,NA,0.00944399
Zm00001eb213970,3.28E-08,0.677906792,5.88E-18,2.39E-05,NA,NA,NA,NA,NA,NA
Zm00001eb214060,7.29E-06,0.674696279,7.88E-06,0.028759019,NA,0.036359005,NA,0.036900139,0.029771824,0.040408278
Zm00001eb214070,6.53E-14,0.788144777,3.52E-24,NA,NA,NA,4.16E-07,0.001229487,NA,NA
Zm00001eb214080,5.72E-20,0.839563841,8.82E-21,NA,5.35E-08,NA,NA,0.006737452,NA,NA
Zm00001eb214110,3.67E-17,0.822346132,1.08E-08,0.003996292,3.44E-06,NA,NA,NA,0.00024038,NA
Zm00001eb214230,1.65E-05,0.611114194,3.83E-17,NA,NA,NA,0.000273081,0.012836474,NA,NA
Zm00001eb214240,4.70E-06,0.664529155,6.33E-16,0.004768152,NA,0.003772539,0.015569678,0.002852617,NA,NA
Zm00001eb214420,4.23E-06,0.604754198,NA,NA,NA,0.00520792,0.012871021,NA,0.016121732,0.006152807
Zm00001eb214460,2.67E-06,0.636715347,0.004266457,NA,0.003064857,0.019197169,0.006031228,NA,0.012962772,NA
Zm00001eb214500,4.09E-08,0.67802766,1.41E-12,NA,NA,NA,4.18E-05,0.00861476,NA,NA
Zm00001eb214620,2.17E-05,0.613231907,0.000500668,NA,0.001817359,NA,0.001396793,0.016788413,NA,0.011604392
Zm00001eb214710,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb214960,7.15E-27,0.916613292,9.81E-11,0.037552946,NA,0.022805809,0.00807375,0.020518943,0.048973831,0.025299332
Zm00001eb215030,7.04E-17,0.803832516,0.000382508,NA,NA,NA,1.18E-06,0.003169851,NA,NA
Zm00001eb215070,7.90E-08,0.670273824,5.18E-25,NA,NA,NA,2.47E-05,0.015902758,NA,NA
Zm00001eb215800,1.93E-08,0.608264273,0.02002634,NA,NA,NA,0.00012232,0.017354396,NA,NA
Zm00001eb216020,1.04E-10,0.711293135,1.73E-11,NA,6.81E-06,NA,NA,NA,NA,0.033616345
Zm00001eb216120,1.43E-07,0.682563081,7.05E-16,NA,NA,NA,0.003273288,NA,0.007215323,0.035073146
Zm00001eb216160,2.59E-05,0.63666989,1.52E-12,NA,NA,0.018337912,0.012062328,NA,0.039538753,NA
Zm00001eb216220,1.17E-10,0.739800538,1.86E-19,NA,NA,NA,1.22E-06,0.00025097,NA,NA
Zm00001eb216250,2.65E-05,0.600778313,0.009122339,0.000485723,0.03431882,NA,NA,NA,NA,0.001667648
Zm00001eb216310,1.31E-10,0.766469,9.31E-17,NA,NA,NA,0.003135227,0.013793851,0.02671542,NA
Zm00001eb216430,6.51E-14,0.81502927,3.41E-09,NA,NA,NA,0.001163545,0.017355885,0.013038214,NA
Zm00001eb216540,1.59E-07,0.673912365,6.18E-22,NA,2.74E-05,0.011989071,NA,NA,NA,NA
Zm00001eb216700,0.000386721,0.612770965,0.008132849,0.017802261,0.009683713,0.023698053,0.018147643,0.033074134,0.035895697,NA
Zm00001eb216840,5.03E-15,0.842214448,4.54E-07,NA,4.01E-06,NA,NA,0.004142776,7.30E-05,0.005210434
Zm00001eb216920,4.04E-07,0.637748465,8.73E-19,NA,NA,NA,0.00014137,0.01075403,NA,NA
Zm00001eb217240,3.36E-07,0.739135444,NA,NA,0.009515869,NA,0.012163754,0.007151815,0.017502047,0.006373469
Zm00001eb217370,2.61E-11,0.779813166,3.19E-10,NA,0.000106323,0.011603038,0.001043905,NA,NA,NA
Zm00001eb217500,3.79E-07,0.616027189,0.004433664,NA,NA,NA,NA,0.001593405,NA,NA
Zm00001eb217620,1.09E-07,0.624594612,2.29E-05,NA,NA,NA,7.23E-05,0.042290887,NA,NA
Zm00001eb217840,1.81E-27,0.909627781,2.07E-08,NA,NA,0.029900418,0.001239716,0.020665558,0.008089124,0.019335422
Zm00001eb218060,9.19E-10,0.715478433,0.000769863,NA,NA,NA,NA,NA,9.86E-05,0.013925618
Zm00001eb218750,1.54E-16,0.818049134,1.34E-09,0.013432363,NA,NA,0.000160009,NA,0.001467635,NA
Zm00001eb219190,3.80E-06,0.617443187,1.30E-19,NA,NA,NA,0.00283273,0.018757082,NA,0.039939043
Zm00001eb219680,1.22E-06,0.666030165,4.62E-17,NA,0.000705074,0.006413766,0.000803017,NA,NA,NA
Zm00001eb219790,5.24E-07,0.685827151,9.59E-18,NA,NA,NA,0.004428361,0.042386139,0.02355593,NA
Zm00001eb220190,1.75E-05,0.613140275,1.86E-14,NA,NA,NA,0.000251789,0.033652849,NA,NA
Zm00001eb220250,5.35E-19,0.755780569,0.000190342,NA,NA,NA,NA,NA,2.09E-06,0.000863792
Zm00001eb220460,2.53E-07,0.679994057,3.00E-07,NA,0.004562367,NA,0.001244134,0.004576501,NA,NA
Zm00001eb220740,9.31E-11,0.774101908,0.025226875,NA,NA,NA,1.71E-05,NA,NA,0.028207668
Zm00001eb221110,7.64E-12,0.761103513,5.26E-16,NA,NA,NA,4.67E-06,0.001259744,NA,NA
Zm00001eb221410,9.57E-08,0.638589402,1.09E-18,NA,NA,NA,NA,NA,0.00021921,0.00380807
Zm00001eb221600,3.61E-05,0.601248398,1.66E-05,NA,0.006109505,NA,0.010080885,0.014062061,0.01867056,NA
Zm00001eb221910,9.90E-21,0.835587172,NA,NA,7.17E-07,NA,NA,NA,NA,0.002242495
Zm00001eb222170,5.22E-31,0.824475246,0.017996777,NA,NA,NA,2.39E-05,0.046953129,NA,0.017922875
Zm00001eb222510,1.61E-07,0.655583195,4.42E-14,NA,NA,NA,0.001560945,0.035372714,0.008798339,NA
Zm00001eb222540,1.48E-13,0.762188706,NA,NA,NA,NA,0.006349169,0.00753099,0.018819432,NA
Zm00001eb222580,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb222640,1.48E-08,0.734330491,6.39E-13,NA,NA,0.004786529,0.000907712,NA,0.00421257,NA
Zm00001eb222840,1.17E-05,0.734895434,NA,0.002764998,0.00560497,0.003094814,0.007934786,0.004054007,NA,0.004936308
Zm00001eb223090,4.55E-17,0.836585444,3.80E-08,NA,NA,NA,1.77E-05,0.020099432,0.000143764,NA
Zm00001eb223190,3.78E-12,0.710853186,2.42E-14,NA,NA,NA,NA,NA,6.30E-05,0.000251512
Zm00001eb223300,3.23E-13,0.731105225,0.032052201,NA,0.00039261,0.003577207,NA,NA,NA,NA
Zm00001eb223710,3.96E-05,0.718648448,NA,NA,0.016614161,0.015066927,0.014413286,0.007767069,0.013616504,0.00551392
Zm00001eb223810,6.84E-08,0.707490245,4.51E-15,NA,NA,NA,0.001180454,0.043680077,0.006584021,NA
Zm00001eb223830,6.02E-05,0.601424744,1.96E-07,NA,0.025238328,0.046632656,0.009938685,NA,NA,NA
Zm00001eb224350,3.33E-06,0.66773133,0.004963769,NA,NA,0.035928441,0.000439435,NA,NA,NA
Zm00001eb224700,2.78E-07,0.769299379,1.34E-07,0.03374126,NA,0.011590444,0.003022005,0.006169956,0.006290138,0.005005675
Zm00001eb224740,4.96E-05,0.604929662,2.46E-07,NA,0.010883518,NA,0.004019329,0.002027345,NA,NA
Zm00001eb224770,5.96E-09,0.734532555,5.63E-17,NA,NA,NA,0.003364389,0.002668134,0.021945638,NA
Zm00001eb225050,7.92E-18,0.776205344,NA,NA,NA,NA,1.26E-05,0.005428185,NA,NA
Zm00001eb225060,5.96E-09,0.757495235,1.68E-16,0.018005775,0.005279444,0.015593465,NA,0.013528335,NA,NA
Zm00001eb225330,1.78E-12,0.781397545,2.32E-06,NA,0.000688034,0.021065863,0.013389077,NA,NA,NA
Zm00001eb225380,4.51E-16,0.803802294,6.35E-28,NA,NA,NA,2.21E-07,0.006163145,NA,NA
Zm00001eb225410,6.01E-09,0.793867327,0.00102075,0.01084295,NA,0.017639919,0.007074234,0.033182817,0.015288333,0.048997617
Zm00001eb225470,5.55E-21,0.891772915,NA,0.031732768,0.01527421,0.017830826,0.009160076,0.010440116,0.009801385,0.007593051
Zm00001eb225570,7.57E-07,0.672988957,1.72E-23,0.000133262,NA,0.001781907,NA,0.003758699,NA,NA
Zm00001eb225900,6.67E-10,0.753625432,0.000292002,0.008228884,0.001090683,NA,0.000888816,NA,0.000585981,0.000281061
Zm00001eb226420,8.91E-09,0.694814715,3.44E-16,NA,1.11E-05,NA,NA,NA,NA,0.000389093
Zm00001eb226580,1.37E-17,0.854719803,0.000979193,NA,NA,NA,NA,3.41E-05,NA,NA
Zm00001eb226690,6.07E-15,0.822318759,0.016294838,NA,NA,NA,0.002284404,0.001669497,0.018686176,NA
Zm00001eb226810,6.45E-11,0.764831947,1.50E-09,NA,2.04E-06,NA,NA,0.008530418,NA,NA
Zm00001eb226830,5.91E-10,0.702251955,1.18E-06,NA,3.01E-05,NA,NA,NA,NA,0.000801981
Zm00001eb227090,1.57E-07,0.686082066,2.36E-12,NA,NA,NA,0.0046136,0.014350334,0.025154431,NA
Zm00001eb227330,8.61E-09,0.697413281,7.84E-11,NA,NA,NA,4.94E-05,NA,NA,0.006228415
Zm00001eb227340,2.25E-16,0.847797266,2.02E-15,0.003377841,NA,0.001917727,0.000595582,NA,0.002112581,0.003611027
Zm00001eb227390,1.70E-06,0.611273381,1.94E-18,NA,NA,NA,7.93E-05,0.024038852,NA,NA
Zm00001eb227950,7.36E-07,0.680209782,2.46E-16,NA,NA,NA,0.004638068,0.037537354,0.024209051,NA
Zm00001eb228090,7.49E-09,0.714375542,1.03E-13,NA,NA,NA,0.001552917,0.028353453,0.010123851,NA
Zm00001eb228250,1.31E-09,0.772791878,NA,NA,NA,NA,0.003289668,0.033989298,NA,NA
Zm00001eb228330,5.08E-07,0.6670769,1.27E-20,NA,NA,NA,0.001907651,0.014538295,0.002659082,NA
Zm00001eb228520,7.72E-07,0.639825499,1.12E-06,NA,0.000581263,0.001532125,0.001333223,NA,NA,NA
Zm00001eb228570,2.12E-06,0.640357374,9.32E-16,NA,0.000137912,NA,NA,NA,NA,0.049575165
Zm00001eb228780,1.91E-07,0.624623786,0.000876803,NA,0.00014155,NA,NA,NA,NA,0.002899827
Zm00001eb229070,7.38E-07,0.66009373,4.30E-12,NA,NA,NA,8.48E-05,0.030378377,NA,NA
Zm00001eb229180,3.87E-07,0.667929279,4.38E-11,NA,8.84E-05,NA,NA,NA,NA,0.014608856
Zm00001eb229400,2.11E-31,0.89916743,3.86E-07,NA,NA,NA,0.005888721,0.000985697,0.000448538,NA
Zm00001eb229440,3.56E-15,0.802309751,NA,NA,NA,NA,0.00010138,0.026902029,0.000452123,NA
Zm00001eb229570,4.22E-12,0.840088634,NA,0.003391132,0.012323318,0.006593122,0.019431334,0.006888385,0.031738512,0.007216983
Zm00001eb229650,1.14E-10,0.732009125,2.92E-15,NA,3.20E-06,NA,NA,0.013537665,NA,NA
Zm00001eb229780,6.48E-15,0.799214321,0.006403293,0.024492375,NA,0.033977197,0.009378446,0.031470219,0.020795267,0.029749467
Zm00001eb230210,5.24E-05,0.636611632,0.045127357,0.001187356,0.007563433,0.001858468,0.044746898,NA,NA,NA
Zm00001eb230800,3.53E-10,0.684162213,1.53E-13,NA,NA,NA,1.97E-05,0.007951789,NA,NA
Zm00001eb230820,1.06E-19,0.846377234,7.80E-14,NA,NA,NA,0.000149814,0.000907046,0.002756443,NA
Zm00001eb231720,2.12E-13,0.777467088,9.89E-08,0.003721472,NA,NA,6.21E-06,NA,NA,NA
Zm00001eb231810,1.14E-11,0.763039536,1.35E-13,NA,3.28E-06,NA,NA,NA,NA,0.017161191
Zm00001eb231970,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb232190,1.63E-05,0.610117664,4.11E-18,0.023925723,NA,NA,0.002126223,NA,NA,NA
Zm00001eb232260,1.82E-09,0.741164596,5.03E-19,NA,NA,NA,0.000302722,0.024133894,0.001846808,NA
Zm00001eb232280,2.76E-06,0.634756243,1.43E-07,NA,0.010903722,NA,0.023269507,0.019599089,NA,0.031423845
Zm00001eb232500,1.04E-07,0.723277883,2.22E-05,0.015959629,NA,NA,0.001834314,NA,0.005353958,NA
Zm00001eb232580,2.49E-13,0.776622495,4.74E-11,NA,NA,NA,0.001865329,0.018146316,0.021720817,NA
Zm00001eb232940,3.35E-08,0.681064117,4.55E-12,0.015023876,NA,0.015912522,0.002153845,0.016389489,NA,NA
Zm00001eb232950,3.46E-07,0.641787627,4.76E-11,NA,8.47E-05,NA,NA,NA,NA,0.010758824
Zm00001eb232970,3.94E-11,0.719740474,6.51E-11,NA,NA,NA,1.29E-05,NA,NA,0.010777371
Zm00001eb233080,4.14E-12,0.767411829,1.23E-23,NA,NA,NA,1.39E-06,0.006959726,NA,NA
Zm00001eb233170,3.17E-11,0.753203988,1.54E-26,NA,2.88E-06,NA,NA,0.02366655,NA,NA
Zm00001eb233270,3.76E-05,0.639623472,6.18E-17,0.007462704,NA,0.010531099,0.037281796,0.013910639,NA,NA
Zm00001eb233290,6.17E-11,0.780342564,2.79E-15,NA,NA,NA,0.000777877,0.032160802,0.006374595,NA
Zm00001eb233630,3.37E-07,0.610149286,0.003589606,NA,0.002882802,NA,0.003699914,NA,NA,0.018911494
Zm00001eb233840,0.000136285,0.633523734,1.75E-12,0.048678929,NA,0.026968019,0.009448451,0.022884402,NA,NA
Zm00001eb233900,3.72E-06,0.72175097,NA,0.024703073,0.010260581,0.037104361,0.019214424,0.039698353,0.030561311,0.041477641
Zm00001eb233910,6.51E-14,0.795629069,2.07E-22,NA,1.07E-06,NA,NA,0.043000092,NA,NA
Zm00001eb234140,1.18E-08,0.664346033,6.10E-14,NA,NA,NA,0.000124456,0.000613361,NA,NA
Zm00001eb234790,9.36E-23,0.861232263,3.40E-25,NA,NA,NA,2.85E-08,0.011897881,NA,NA
Zm00001eb234980,5.56E-11,0.686793099,2.67E-10,NA,NA,NA,9.53E-05,NA,NA,0.001130565
Zm00001eb234990,1.27E-11,0.716826509,0.00052682,NA,NA,0.020048011,0.002803179,NA,NA,NA
Zm00001eb235070,7.06E-09,0.681200191,0.020095577,NA,NA,0.005347373,3.18E-05,0.005947158,NA,NA
Zm00001eb235140,1.07E-06,0.644938124,0.000118464,0.001179985,0.000636434,NA,0.00095246,NA,NA,NA
Zm00001eb235380,5.03E-15,0.811777365,2.82E-19,NA,NA,NA,1.15E-05,0.002295085,NA,0.01939339
Zm00001eb235390,4.73E-10,0.733927488,1.46E-17,NA,NA,NA,6.31E-06,0.048953588,NA,NA
Zm00001eb235410,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb235450,9.53E-36,0.918130505,1.66E-09,NA,4.99E-05,NA,0.00206465,0.000304753,NA,0.000943171
Zm00001eb235530,3.87E-13,0.793866447,8.25E-08,0.041408337,NA,0.006672499,0.000453251,NA,0.002642474,NA
Zm00001eb235800,0.002463525,0.641626258,NA,0.03269417,0.030957883,0.03207273,0.030777627,0.032181898,0.032003062,0.03159904
Zm00001eb235830,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb236550,1.79E-06,0.606422013,NA,NA,0.000425143,0.009988306,NA,NA,NA,NA
Zm00001eb236570,0,0.999999978,5.99E-07,2.72E-06,2.61E-06,9.94E-05,3.83E-05,0.000816475,0.000221545,0.003054445
Zm00001eb236620,5.59E-07,0.658955684,0.049421627,0.006398241,0.001416839,NA,0.006714219,NA,NA,NA
Zm00001eb236900,2.80E-05,0.650320902,4.23E-21,0.003593984,NA,0.005690998,0.002396678,0.021233469,NA,NA
Zm00001eb237050,1.54E-07,0.699928399,7.34E-18,NA,NA,NA,0.001769192,NA,0.010454623,0.023764525
Zm00001eb237230,5.51E-08,0.674911642,2.27E-24,NA,1.80E-05,0.026467259,NA,NA,NA,NA
Zm00001eb237240,1.90E-05,0.647764157,1.62E-06,NA,0.010239745,0.005225704,0.016624752,NA,NA,NA
Zm00001eb237390,3.02E-06,0.636769557,1.41E-18,NA,NA,NA,0.000158305,NA,NA,0.038880184
Zm00001eb237960,2.02E-16,0.821019324,8.23E-13,NA,2.34E-05,NA,0.000785548,NA,NA,0.011128289
Zm00001eb238010,4.87E-11,0.705217523,0.004483748,NA,NA,0.00114517,0.000421712,0.001093074,NA,NA
Zm00001eb238060,4.60E-05,0.694815234,NA,0.043860151,0.025990919,0.023389145,NA,0.019702689,0.035477613,0.021056133
Zm00001eb238110,2.70E-07,0.657183674,0.006178201,0.000364187,0.000872146,NA,0.000945506,NA,NA,NA
Zm00001eb238170,6.27E-19,0.870638789,8.29E-15,NA,NA,0.049503553,0.00106547,0.046634945,0.004005531,0.048813634
Zm00001eb238210,8.97E-07,0.685162202,NA,NA,0.000497911,0.016271719,NA,NA,NA,NA
Zm00001eb238370,2.29E-06,0.652590023,1.99E-19,NA,0.012592586,NA,0.001745999,0.016108331,NA,NA
Zm00001eb238570,0.000321385,0.630202064,NA,NA,0.045407491,0.015415992,0.049557264,0.014157154,0.041172548,NA
Zm00001eb238620,7.28E-07,0.674762608,1.86E-05,NA,0.01257482,NA,0.020156446,NA,0.0395453,0.004165328
Zm00001eb239330,2.97E-09,0.667973161,9.50E-18,NA,NA,NA,NA,4.27E-05,NA,9.09E-05
Zm00001eb239690,3.81E-06,0.65034915,1.75E-14,NA,NA,NA,0.009252165,0.042756564,0.043387335,NA
Zm00001eb240160,1.09E-06,0.703682273,3.47E-18,0.018225906,NA,0.016692223,0.00500334,0.010290941,NA,NA
Zm00001eb240340,9.16E-09,0.728268219,4.52E-11,NA,0.000270388,0.026077343,0.001986424,NA,NA,NA
Zm00001eb240450,1.13E-06,0.615071873,2.77E-09,NA,0.000100732,NA,NA,NA,NA,0.020948496
Zm00001eb240460,4.05E-07,0.678217944,6.66E-05,NA,7.63E-05,NA,NA,NA,NA,0.044045272
Zm00001eb240500,1.73E-07,0.682102086,0.033885456,NA,NA,NA,NA,0.000784675,0.021816229,0.001683302
Zm00001eb240540,8.56E-07,0.627578405,0.020005169,NA,0.012969363,NA,0.022544592,0.016643821,NA,NA
Zm00001eb240650,1.59E-07,0.723668574,3.20E-06,NA,0.002273844,0.0064722,0.020032302,NA,NA,NA
Zm00001eb241230,5.14E-05,0.639352342,2.16E-15,0.023052334,NA,0.023541938,0.016012117,0.02536212,NA,NA
Zm00001eb241410,3.69E-61,0.962567289,NA,0.007998205,0.017611801,0.038016982,0.023642913,0.040227649,0.033172991,0.046453032
Zm00001eb241840,1.39E-14,0.767309927,1.14E-16,NA,NA,NA,1.76E-06,0.001904119,NA,NA
Zm00001eb241890,3.17E-09,0.717010498,0.002429545,NA,0.017549276,NA,0.007722491,NA,0.002708469,0.001644069
Zm00001eb241910,1.64E-07,0.714212813,2.81E-16,0.012155483,0.000226419,0.007841917,NA,NA,NA,0.039197436
Zm00001eb242050,2.27E-08,0.680042876,2.67E-21,NA,NA,NA,4.16E-05,0.003733634,NA,NA
Zm00001eb242060,3.13E-13,0.790931664,2.06E-06,NA,NA,NA,0.001877506,0.031113426,0.01767297,NA
Zm00001eb242150,4.86E-05,0.663653851,0.011311761,0.001765089,0.022444662,0.003587517,0.016240796,0.005469483,NA,0.008681121
Zm00001eb242410,1.10E-14,0.852807649,1.48E-09,NA,0.000450094,0.02810761,0.002052492,0.020339259,NA,0.019088855
Zm00001eb242420,1.96E-10,0.769452972,3.01E-07,NA,5.01E-06,NA,NA,NA,NA,0.0149297
Zm00001eb242800,1.09E-10,0.713166408,6.08E-09,NA,6.34E-06,NA,NA,0.040580613,NA,NA
Zm00001eb242950,4.61E-12,0.742084215,9.88E-06,NA,1.66E-05,NA,NA,NA,NA,0.000838695
Zm00001eb243430,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb243560,1.55E-20,0.877510519,0.019662302,NA,0.001054225,NA,0.005032108,0.009547674,0.014493658,0.025145115
Zm00001eb243640,5.39E-10,0.738952569,2.14E-05,NA,6.07E-06,0.025964399,NA,NA,NA,NA
Zm00001eb243840,1.07E-09,0.720046468,6.88E-13,NA,1.22E-05,NA,NA,NA,NA,0.01597302
Zm00001eb244050,5.30E-07,0.708349816,0.007070097,0.006087298,NA,0.003828309,0.016841465,0.004402377,0.007269634,NA
Zm00001eb244060,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb244580,5.10E-08,0.654116414,NA,NA,0.001229166,NA,NA,0.028174606,0.044526321,NA
Zm00001eb244650,7.34E-06,0.687009686,2.54E-18,NA,NA,0.02693534,0.022435621,0.015890606,NA,0.010554065
Zm00001eb244690,6.18E-54,0.875037317,NA,NA,NA,NA,NA,NA,1.82E-07,3.03E-05
Zm00001eb244700,1.28E-13,0.768373086,3.44E-08,NA,NA,NA,0.00064939,0.034167043,NA,NA
Zm00001eb244780,1.10E-08,0.714828232,2.16E-14,NA,NA,NA,0.00673614,NA,0.049756787,0.014720161
Zm00001eb244810,4.84E-07,0.618097296,5.11E-13,NA,NA,NA,NA,NA,0.000242685,0.020641744
Zm00001eb244860,7.35E-10,0.721162936,1.90E-13,NA,1.51E-05,NA,NA,NA,NA,0.010226737
Zm00001eb244980,3.89E-17,0.832589817,1.22E-22,NA,NA,NA,4.85E-08,0.000128188,NA,NA
Zm00001eb245030,3.80E-14,0.741581008,1.27E-06,NA,NA,NA,5.31E-06,0.003599904,NA,NA
Zm00001eb245170,1.78E-10,0.723073099,4.63E-12,NA,7.57E-06,NA,NA,NA,NA,0.00423346
Zm00001eb245270,5.17E-14,0.741051375,NA,NA,NA,0.000717207,8.12E-06,NA,NA,NA
Zm00001eb245320,3.43E-24,0.862228291,2.29E-25,NA,1.22E-08,0.010756994,NA,NA,NA,NA
Zm00001eb245520,1.02E-11,0.749183264,6.68E-12,NA,1.53E-06,NA,NA,0.010576831,NA,NA
Zm00001eb245630,0.000213978,0.605945563,0.000752621,NA,0.005489118,0.029404584,0.006189382,0.032201747,0.007432153,NA
Zm00001eb245790,2.09E-06,0.601354587,NA,0.000326455,0.002141723,NA,0.002422077,NA,NA,NA
Zm00001eb245810,2.59E-21,0.857390295,6.10E-15,NA,NA,NA,4.57E-05,0.000353857,0.000792144,NA
Zm00001eb245920,5.31E-17,0.811652872,1.83E-19,NA,7.18E-08,NA,NA,4.85E-05,NA,NA
Zm00001eb246140,6.63E-08,0.719994299,NA,0.021350579,NA,0.019475667,0.002456274,0.01789107,0.003184859,NA
Zm00001eb246230,2.58E-06,0.624360774,0.00154468,NA,NA,0.009405976,0.013048932,NA,0.022541181,NA
Zm00001eb246250,2.78E-10,0.743631732,9.07E-12,NA,1.31E-05,NA,NA,0.014571254,NA,0.011869146
Zm00001eb246340,2.06E-08,0.685614037,3.00E-26,NA,NA,0.004894859,1.56E-05,NA,NA,NA
Zm00001eb246490,3.57E-06,0.602605653,0.004548766,NA,0.000135034,NA,NA,0.032381488,NA,NA
Zm00001eb246540,8.19E-09,0.713303952,0.001506975,NA,0.016929328,NA,0.001292912,0.000474461,NA,NA
